Title: The Age, Mass, and Size Distributions of Star Clusters in M51 
Authors: Chandar R., Whitmore B.C., Dinino D., Kennicutt R.C., 
         Chien L.-H., Schinnerer E., Meidt S.
Table: Catalog of Star Clusters in M51
================================================================================
Byte-by-byte Description of file: apj523560t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label  Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---       ID     Identifier
   6- 12 F7.2   pix       Xpix   X pixel coordinate
  14- 21 F8.2   pix       Ypix   Y pixel coordinate
  23- 33 F11.7  deg       RAdeg  Right Ascension in decimal degrees (J2000) (1)
  35- 44 F10.7  deg       DEdeg  Declination in decimal degrees (J2000) (1)
  46- 52 F7.2   [yr]      logA   Log age (2)
  54- 60 F7.2   [solMass] logM   Log mass (2)
--------------------------------------------------------------------------------
Note (1): The HST images have excellent relative positions but slight offsets
          with respect to the World Coordinate System (WCS). In order to 
          correct the coordinates, we have added -0.0000560 degrees to the 
          Right Ascension and -0.1930 degrees to the Declination.
Note (2): A -999.00 indicates a NULL value.
--------------------------------------------------------------------------------
3465 3064.12  7706.19 202.4926147 47.2362022    6.78    4.36 
3466 4395.69  7709.02 202.4653778 47.2362404    6.76    2.71 
3467 2997.31  7719.53 202.4939880 47.2363853    6.72    4.14 
3468 3031.36  7718.88 202.4932861 47.2363777    6.80    4.11 
3469 4521.09  7722.61 202.4628143 47.2364311    8.01    4.45 
3470 2969.72  7727.84 202.4945526 47.2364998    6.26    3.54 
3471 3046.45  7733.06 202.4929810 47.2365723    8.06    4.16 
3472 2983.39  7734.92 202.4942780 47.2365990    6.38    3.66 
3473 3076.32  7742.96 202.4923706 47.2367096    6.72    2.89 
3474 4045.08  7742.69 202.4725494 47.2367096    8.06    4.25 
3475 3698.25  7756.04 202.4796448 47.2368927    8.96    5.31 
3476 3034.78  7764.02 202.4932251 47.2370033    6.78    3.12 
3477 2101.81  7765.53 202.5123138 47.2370186    8.61    4.41 
3478 5700.32  7773.54 202.4386902 47.2371330    9.01    4.91 
3479  730.88  7790.26 202.5403595 47.2373505    7.96    4.14 
3480 3077.12  7790.30 202.4923553 47.2373695    6.78    3.40 
3481 3091.48  7799.21 202.4920654 47.2374916    6.46    3.51 
3482 3513.43  7802.51 202.4834290 47.2375412    6.70    2.98 
3483 1183.86  7804.32 202.5310822 47.2375488    6.54    3.38 
3484 5127.64  7807.19 202.4504089 47.2376022    8.56    4.29 
3485 3524.40  7820.36 202.4832001 47.2377892    6.00    3.88 
3486 1353.73  7845.74 202.5276184 47.2381287    9.01    5.03 
3487 4492.08  7852.23 202.4634094 47.2382317    6.00    4.01 
3488 2582.21  7852.74 202.5024872 47.2382355    9.38    5.38 
3489 1341.52  7862.60 202.5278625 47.2383614    6.78    3.32 
3490 4003.74  7873.06 202.4734039 47.2385216    6.52    3.48 
3491 4751.23  7873.40 202.4581146 47.2385254    8.36    4.04 
3492 1339.12  7889.46 202.5279083 47.2387352    6.72    3.71 
3493 4381.51  7891.74 202.4656677 47.2387810    6.72    3.61 
3494 5218.00  7892.28 202.4485626 47.2387848    6.72    3.35 
3495 1303.34  7896.09 202.5286407 47.2388268    6.64    2.82 
3496 4213.61  7895.88 202.4691010 47.2388382    6.38    3.33 
3497 1332.23  7906.58 202.5280457 47.2389717    8.06    4.21 
3498 1345.62  7917.37 202.5277863 47.2391205    6.86    4.80 
3499 2859.98  7924.79 202.4967957 47.2392349    6.78    3.47 
3500 1299.85  7925.81 202.5287170 47.2392387    6.78    3.16 
3501 4030.56  7928.29 202.4728546 47.2392883    8.71    4.57 
3502 1349.81  7933.28 202.5276947 47.2393417    6.94    3.54 
3503 5252.27  7947.48 202.4478607 47.2395515    8.36    3.98 
3504 3883.18  7951.55 202.4758606 47.2396088    6.54    3.63 
3505 1264.75  7966.79 202.5294342 47.2398071    6.70    2.87 
3506 1015.42  7974.83 202.5345306 47.2399178    7.81    4.45 
3507 4424.44  8032.81 202.4647980 47.2407379    8.36    3.99 
3508 2956.55  8037.17 202.4948273 47.2407990    6.78    3.36 
3509 2718.26  8051.10 202.4996948 47.2409897    6.56    2.98 
3510  607.77  8062.61 202.5428772 47.2411308    8.06    3.82 
3511 2716.50  8069.23 202.4997406 47.2412415    6.74    3.02 
3512 1064.87  8070.37 202.5335236 47.2412453    8.06    4.21 
3513 1504.08  8078.20 202.5245361 47.2413559    9.21    4.84 
3514 1349.35  8138.82 202.5277100 47.2421989    6.40    3.67 
3515 4741.52  8144.16 202.4583130 47.2422867    8.61    4.29 
3516 4367.33  8160.60 202.4659576 47.2425156    8.06    3.87 
3517 1356.65  8162.97 202.5275574 47.2425346    9.48    5.16 
3518 2271.91  8195.46 202.5088348 47.2429924    6.72    3.40 
3519 4133.50  8207.48 202.4707489 47.2431641    6.70    3.27 
3520 1380.05  8333.17 202.5270844 47.2448959    6.78    4.02 
3521 3224.86  8384.98 202.4893341 47.2456284    8.01    4.95 
3522 2775.78  8441.55 202.4985199 47.2464142    6.78    3.17 
3523 1285.45  8454.66 202.5290222 47.2465820    6.76    3.62 
3524 1506.51  8478.18 202.5244904 47.2469139    6.46    3.81 
3525 1178.65  8493.85 202.5312042 47.2471275    6.72    3.22 
3526 3475.84  8576.86 202.4842072 47.2482948    6.66    5.39 
3527 1634.57  8600.65 202.5218811 47.2486153    9.28    5.06 
3528 1374.45  8653.26 202.5272064 47.2493439    6.78    3.32 
3529 5856.02  8697.29 202.4355011 47.2499619   10.27    6.29 
3530 1936.25  8738.21 202.5157013 47.2505264    8.01    4.26 
3531 3122.11  8967.20 202.4914398 47.2537155    9.44    4.93 
3532 1382.24  8968.30 202.5270386 47.2537193    6.78    3.04 
3533 1659.15  8977.25 202.5213776 47.2538452    6.78    3.64 
3534 1877.88  9030.85 202.5169067 47.2545929    6.86    3.46 
3535 1375.96  9108.03 202.5271759 47.2556610    9.28    4.98 
3536 2893.27  9108.56 202.4961243 47.2556763   10.17    5.75 
3537 1779.47  9164.58 202.5189209 47.2564468    6.46    3.94 
3538 2965.20  9176.77 202.4946594 47.2566261   10.02    5.63 
3539 6092.83  9231.21 202.4306488 47.2573776    8.91    4.64 
3540 5351.67  9333.95 202.4458160 47.2588081    9.01    4.91 
3541 3698.17  9372.10 202.4796600 47.2593422    9.30    5.40 
3542 2330.00  9386.39 202.5076599 47.2595329    8.06    5.63 
3543 1861.06  9388.56 202.5172577 47.2595596    6.46    3.15 
3544 1892.73  9392.51 202.5166016 47.2596169    6.42    4.00 
3545 1871.94  9410.18 202.5170288 47.2598610    6.76    3.67 
3546 1893.96  9419.29 202.5165863 47.2599869    6.52    3.14 
3547 1851.45  9433.03 202.5174561 47.2601776    6.58    3.06 
3548 1752.03  9453.71 202.5194855 47.2604637    6.78    3.22 
3549 1903.99  9454.75 202.5163727 47.2604790    6.54    2.95 
3550  533.40  9464.47 202.5444183 47.2606010    9.01    4.94 
3551 1809.24  9480.45 202.5183105 47.2608376    6.54    3.15 
3552 2551.80  9559.75 202.5031128 47.2619438    6.56    3.48 
3553 1448.56  9586.78 202.5256958 47.2623100    8.06    3.93 
3554 1988.98  9631.05 202.5146332 47.2629280    6.38    4.41 
3555 1856.10  9634.75 202.5173492 47.2629814    6.76    3.53 
3556 2594.53  9642.62 202.5022430 47.2630959 -999.   -999.   
3557 1899.74  9645.49 202.5164642 47.2631302    6.46    3.81 
3558 2008.03  9687.77 202.5142517 47.2637177    6.56    3.63 
3559 2535.03  9688.21 202.5034637 47.2637253    8.96    4.65 
3560 1630.12  9708.96 202.5219879 47.2640076    6.78    3.13 
3561 1944.44  9760.71 202.5155487 47.2647285    6.54    2.78 
3562 1934.10  9774.32 202.5157623 47.2649193    6.64    2.76 
3563 1951.14  9787.32 202.5154114 47.2650986    6.58    2.94 
3564 1943.03  9805.07 202.5155792 47.2653465    6.58    2.81 
3565 1941.59  9826.17 202.5156097 47.2656403    7.91    3.80 
3566 5201.45  9857.90 202.4488831 47.2660866    9.01    4.91 
3567 2719.34  9881.89 202.4996948 47.2664185    8.91    5.62 
3568 1956.39  9919.50 202.5153046 47.2669373    7.48    3.98 
3569 1862.98  9926.98 202.5172119 47.2670403    8.06    4.29 
3570 4911.74  9946.94 202.4548187 47.2673225    9.06    4.94 
3571 3810.65  9947.94 202.4773560 47.2673378    9.26    4.83 
3572 1917.89  9966.47 202.5160980 47.2675858    6.78    3.79 
3573 2028.89 10039.50 202.5138245 47.2686043    7.96    4.54 
3574 3646.47 10039.50 202.4807129 47.2686119    9.01    4.69 
3575 1931.28 10048.30 202.5158234 47.2687225    7.96    3.95 
3576 2141.70 10076.50 202.5115204 47.2691193    7.86    4.67 
3577 2111.71 10147.70 202.5121307 47.2701073    8.66    4.53 
3578 3217.72 10149.00 202.4894867 47.2701302    9.01    4.84 
3579 7190.72 10195.10 202.4081573 47.2707558    6.94    3.88 
3580 2156.38 10285.80 202.5112152 47.2720261    6.88    4.04 
3581 2447.86 10321.00 202.5052490 47.2725143    9.68    5.99 
3582 1631.91 10388.10 202.5219574 47.2734413    9.16    5.10 
3583 2491.23 10457.80 202.5043640 47.2744141    9.41    5.98 
3584 2452.37 10478.90 202.5051575 47.2747078    6.70    3.27 
3585 2329.93 10511.80 202.5076599 47.2751656    6.86    3.47 
3586 2255.54 10561.90 202.5091858 47.2758598    6.78    3.16 
3587  318.46 10602.90 202.5488434 47.2764091    9.16    4.87 
3588 6843.46 10619.40 202.4152679 47.2766533    9.01    5.11 
3589 2320.90 10688.90 202.5078583 47.2776260    6.78    3.69 
3590 2328.08 10775.50 202.5077057 47.2788277    6.78    3.76 
3591 4949.28 10780.60 202.4540405 47.2789040    9.40    5.65 
3592 4293.71 10798.60 202.4674683 47.2791557    9.01    5.27 
3593 2336.64 10807.80 202.5075378 47.2792778    7.91    4.45 
3594 2367.32 10818.40 202.5068970 47.2794228    6.74    3.61 
3595 2780.92 10886.40 202.4984436 47.2803688    9.16    4.95 
3596 2370.13 10920.10 202.5068512 47.2808342    8.06    4.11 
3597 2406.61 10956.40 202.5061035 47.2813416    6.78    3.77 
3598 2280.07 10988.10 202.5086975 47.2817802    8.31    4.09 
3599 2227.69 11001.50 202.5097656 47.2819672    6.94    4.42 
3600 2460.46 11041.10 202.5050049 47.2825165    7.91    4.04 
3601 2812.16 11060.30 202.4978027 47.2827873    8.61    4.60 
3602 2372.23 11063.00 202.5068054 47.2828217    7.86    4.43 
3603 2360.21 11073.20 202.5070496 47.2829628    7.86    4.15 
3604 5937.96 11145.20 202.4337921 47.2839622    9.01    5.17 
3605 2518.54 11309.50 202.5038147 47.2862473    6.70    3.04 
3606 2792.32 11592.10 202.4982147 47.2901726    8.81    4.32 
3607 5358.56 11698.90 202.4456635 47.2916565    9.06    4.43 
3608 5481.83 11732.80 202.4431305 47.2921257    9.68    5.33 
3609 6357.66 11773.50 202.4252014 47.2926865    6.02    5.15 
3610 5321.50  1355.07 202.4464874 47.1479874    6.00    3.55 
3611 4103.80  2548.50 202.4713593 47.1645660    8.36    4.20 
3612 4560.60  2077.07 202.4620209 47.1580162    7.74    4.79 
3613 4791.25  1984.66 202.4573059 47.1567345    8.06    4.83 
3614 4103.80  2548.50 202.4713593 47.1645660    8.36    4.20 
3615 3113.40  1500.60 202.4915771 47.1500092    6.78    2.89 
3616 1446.80  3558.40 202.5256500 47.1785812    6.78    3.26 
3617 1045.30  3340.10 202.5338440 47.1755447    6.78    3.21 
3618 1584.90  3234.50 202.5228271 47.1740837    7.00    3.38 
3619 1077.40  4708.00 202.5332184 47.1945419    6.00    3.93 
3620 2349.70  7161.10 202.5072327 47.2286263    6.90    3.89 
3621 5253.30  7050.80 202.4478455 47.2270966    6.82    4.10 
3622 5854.00  7261.40 202.4355469 47.2300186    8.31    4.61 
3623 6526.60  6464.10 202.4218140 47.2189407    8.06    3.82 
3624 6726.10  6453.40 202.4177246 47.2187881    9.06    4.74 
3625 6375.50  6671.60 202.4248962 47.2218246    7.91    4.36 
3626 6419.80  6632.20 202.4239960 47.2212753    8.36    4.33 
3627 6552.50  6438.97 202.4212799 47.2185898    8.06    4.49 
3628 7321.50  4885.80 202.4055786 47.1970100    8.06    4.19 
3629 7201.70  4547.70 202.4080353 47.1923141    8.86    4.81 
3630 7178.20  4538.70 202.4085083 47.1921921    6.82    2.99 
3631 7437.48  4293.50 202.4032135 47.1887817    8.46    5.41 
3632 7366.30  2795.30 202.4046936 47.1679764    6.78    4.58 
3633 7800.50  2225.00 202.3958435 47.1600494    8.06    4.09 
3634 7430.80  1434.00 202.4034119 47.1490669    6.78    2.92 
3635 5448.30  2302.00 202.4438934 47.1611404    8.36    4.42 
3636 4678.90  2333.00 202.4596100 47.1615715 -999.   -999.   
3637 5945.50  2670.00 202.4337311 47.1662483    8.11    4.57 
3638 3183.72  2154.78 202.4901428 47.1590958    8.31    4.72 
3639 2722.80  2237.11 202.4995575 47.1602364    8.31    4.91 
3640 3490.73  2540.79 202.4838715 47.1644592    6.82    4.43 
3641 3418.48  2439.55 202.4853516 47.1630516    8.06    4.48 
3642 4753.03   987.95 202.4580994 47.1428909    8.56    4.70 
3643 4522.95   497.01 202.4627991 47.1360703    6.78    3.12 
3644 4189.67   432.30 202.4696045 47.1351738    8.26    4.45 
3645 5844.45   679.40 202.4358063 47.1385994    7.91    3.88 
3646 7616.69  1041.98 202.3996124 47.1436195    8.06    4.21 
3647 7503.44  1028.55 202.4019318 47.1434326    8.36    4.17 
3648 7430.76  1433.96 202.4034119 47.1490669    6.78    2.92 
3649 7800.50  2225.04 202.3958435 47.1600494    8.06    4.09 
3650 7298.55  2190.17 202.4060974 47.1595688    6.00    4.06 
3651 7795.28  3020.85 202.3959351 47.1711006    8.71    4.89 
3652 7151.86  3399.45 202.4090729 47.1763687    8.96    4.75 
3653 7234.98  4022.85 202.4073639 47.1850243    9.01    4.86 
3654 7584.71  4359.27 202.4002075 47.1896935    6.78    3.10 
3655 7178.72  4538.62 202.4085083 47.1921883    6.82    2.99 
3656 6418.77  7322.12 202.4239960 47.2308578    8.06    4.41 
3657 6387.48  7320.42 202.4246368 47.2308350    8.36    4.17 
3658 6104.30  7027.66 202.4304352 47.2267723    8.06    4.39 
3659 5637.68  5522.92 202.4399872 47.2058754    7.96    4.70 
3660 6069.92  5085.53 202.4311676 47.1997948    9.01    4.89 
3661 5719.28  5090.14 202.4383240 47.1998634    9.11    5.10 
3662 5728.04  5188.35 202.4381409 47.2012253    6.78    3.24 
3663 5803.35  5283.26 202.4366150 47.2025452    8.06    4.41 
3664 6403.37  4760.06 202.4243469 47.1952744    8.06    5.01 
3665 6381.61  4783.69 202.4247894 47.1956024    8.31    4.32 
3666 6667.09  4932.62 202.4189606 47.1976662    8.31    5.53 
3667 5935.46  6288.65 202.4338989 47.2165070    8.81    4.47 
3668 5535.49  5664.49 202.4420776 47.2078400    8.26    4.21 
3669 5574.48  5766.29 202.4412842 47.2092552    8.06    4.07 
3670 5488.88  4489.28 202.4430389 47.1915169    8.06    4.08 
3671 5817.67  4285.45 202.4363251 47.1886864    6.70    3.83 
3672 5474.75  4344.91 202.4433289 47.1895142    8.81    4.38 
3673 5161.03  4194.44 202.4497528 47.1874237    8.86    4.75 
3674 4985.50  3952.73 202.4533386 47.1840668    9.01    5.30 
3675 5471.15  4048.45 202.4434052 47.1853943    9.01    4.58 
3676 5685.96  4066.87 202.4390106 47.1856499    8.06    4.29 
3677 5830.18  3960.98 202.4360657 47.1841774    6.78    3.58 
3678 5592.52  4205.93 202.4409332 47.1875839    7.04    3.99 
3679 5765.21  4557.69 202.4373932 47.1924667    6.92    3.19 
3680 5765.10  4662.25 202.4373932 47.1939201    8.06    4.06 
3681 6038.45  4009.66 202.4318085 47.1848526    8.96    4.74 
3682 6054.39  3980.62 202.4314880 47.1844482    8.06    4.05 
3683 6003.15  3949.21 202.4325409 47.1840134    8.86    4.54 
3684 6038.43  3678.68 202.4318237 47.1802559    6.78    4.16 
3685 5916.18  3747.81 202.4343109 47.1812172    8.61    4.27 
3686 5115.78  3471.84 202.4506683 47.1773872    8.06    4.42 
3687 5742.73  3330.40 202.4378662 47.1754227    9.01    4.61 
3688 5685.15  3295.13 202.4390411 47.1749306    8.91    4.52 
3689 5389.70  3438.45 202.4450836 47.1769218    7.00    3.68 
3690 5301.35  3142.85 202.4468842 47.1728172    8.06    4.24 
3691 5686.14  2997.85 202.4390259 47.1708031    8.46    4.31 
3692 5028.13  2592.79 202.4524689 47.1651802    8.31    4.22 
3693 5678.92  2333.00 202.4391785 47.1615677    8.36    4.65 
3694 5303.71  1876.86 202.4468384 47.1552353    8.61    4.39 
3695 4001.53  1449.45 202.4734344 47.1492996    8.91    4.70 
3696 4223.36  1235.11 202.4689178 47.1463242    6.78    3.77 
3697 3745.26  1903.65 202.4786835 47.1556091    8.06    4.42 
3698 4489.14  2688.03 202.4634857 47.1665039    7.14    4.34 
3699 4416.92  2834.41 202.4649506 47.1685371    6.78    3.24 
3700 4439.38  2909.50 202.4644928 47.1695786    6.86    3.49 
3701 4214.95  2920.90 202.4690857 47.1697388    6.78    3.28 
3702 3637.00  2975.59 202.4808960 47.1704979    8.71    4.50 
3703 3700.52  3316.62 202.4795990 47.1752357    8.61    4.78 
3704 3777.73  3512.85 202.4780121 47.1779594    8.66    4.59 
3705 4567.67  6772.14 202.4618683 47.2232285    8.06    5.12 
3706 4356.51  7019.32 202.4661865 47.2266617    8.96    4.52 
3707 3607.00  7062.14 202.4815216 47.2272568    8.91    5.02 
3708 3355.41  7629.32 202.4866638 47.2351341    6.78    3.96 
3709 3321.45  7353.54 202.4873505 47.2313042    6.72    4.19 
3710 3800.87  6933.92 202.4775543 47.2254753    6.80    3.91 
3711 3201.50  7451.37 202.4898071 47.2326622    6.78    3.70 
3712 3086.55  7065.95 202.4921570 47.2273064    8.06    4.15 
3713 3296.21  7155.52 202.4878693 47.2285538    8.46    4.28 
3714 2185.12  7301.21 202.5106049 47.2305717    9.88    5.39 
3715 2226.82  7043.84 202.5097504 47.2269974    8.46    4.60 
3716 2322.59  6577.37 202.5077820 47.2205162    6.82    3.57 
3717 2987.27  6274.31 202.4941864 47.2163124    7.51    4.22 
3718 2763.50  6285.49 202.4987640 47.2164650    8.06    4.68 
3719 2381.39  6543.17 202.5065765 47.2200432    8.31    4.89 
3720 2667.18  6050.54 202.5007324 47.2132034    8.06    5.11 
3721 2067.61  5283.69 202.5129852 47.2025490    6.78    3.65 
3722 2264.06  4982.84 202.5089569 47.1983719    7.86    4.18 
3723 1922.55  5237.21 202.5159454 47.2019005    9.38    5.02 
3724 2170.73  5001.42 202.5108643 47.1986275    8.41    4.49 
3725 2228.12  5085.35 202.5096893 47.1997948    9.06    5.06 
3726 2630.33  4932.67 202.5014801 47.1976776    6.78    3.53 
3727 2215.11  4692.79 202.5099640 47.1943436    8.36    4.40 
3728 2409.80  4553.47 202.5059814 47.1924095    8.56    4.31 
3729 2289.96  4573.71 202.5084229 47.1926880    8.91    4.90 
3730 2306.48  4525.33 202.5080872 47.1920166    6.78    3.13 
3731 2910.44  4225.29 202.4957428 47.1878510    8.66    5.05 
3732 2824.16  4089.24 202.4975128 47.1859627    8.56    4.34 
3733 2784.85  3863.51 202.4983063 47.1828270    8.46    4.70 
3734 2418.57  3965.21 202.5057983 47.1842384    8.01    4.66 
3735 2369.48  4045.80 202.5067902 47.1853561    6.84    3.70 
3736 2463.78  3338.73 202.5048676 47.1755371    8.06    4.57 
3737 2519.23  2937.62 202.5037231 47.1699638    7.76    4.60 
3738 2752.77  2703.42 202.4989471 47.1667137    7.74    4.38 
3739 2079.76  2489.67 202.5126953 47.1637421    6.80    4.24 
3740 2432.48  1757.37 202.5054932 47.1535721    8.06    4.83 
3741 2596.85  1449.75 202.5021362 47.1492996    8.06    4.45 
3742 1439.29  1963.43 202.5257721 47.1564255    9.48    5.04 
3743 1542.13  2502.20 202.5236816 47.1639099    8.06    5.03 
3744 1677.05  2617.26 202.5209351 47.1655083    6.72    3.39 
3745 1197.77  2746.01 202.5307159 47.1672935    9.01    5.96 
3746 1093.37  3526.26 202.5328674 47.1781311    6.80    3.63 
3747 1637.70  4244.81 202.5217590 47.1881142    9.38    5.51 
3748 1485.17  5311.01 202.5248871 47.2029228    7.96    4.46 
3749 1628.13  5323.10 202.5219727 47.2030907    8.36    4.56 
3750 1675.55  6212.25 202.5210114 47.2154427    7.96    4.43 
3751 1526.00  6665.18 202.5240784 47.2217331    8.36    4.70 
3752 1196.35  7135.52 202.5308228 47.2282600   10.02    5.85 
3753 1473.73  6836.24 202.5251465 47.2241058    8.86    4.88 
3754 1191.15  6746.78 202.5309143 47.2228622    6.00    4.51 
3755  821.65  6946.34 202.5384827 47.2256279    8.01    4.81 
3756 1524.77  7607.42 202.5241089 47.2348175    8.96    4.62 
3757 1565.43  7398.11 202.5232697 47.2319107    8.86    5.25 
3758  822.85  7740.08 202.5384674 47.2366524    8.96    5.17 
3759 4933.15  2861.19 202.4544067 47.1689072    8.01    4.76 
3760 4972.93  6632.06 202.4535828 47.2212830    8.31    4.53 
3761 1705.58  2742.66 202.5203552 47.1672516    6.80    4.11 
3762 6164.92  4656.14 202.4292297 47.1938324    8.06    5.40 
3763 5916.17  3181.03 202.4343262 47.1733437    6.72    4.30 
3764 6931.76  1164.38 202.4136047 47.1453285    6.70    4.31 
3765 5991.06  2618.97 202.4328003 47.1655388    8.06    5.13 
3766 5901.94  2715.31 202.4346161 47.1668777    6.78    4.15 
3767 6189.99  3729.05 202.4287262 47.1809540    6.78    4.10 
3768 6170.81  4613.50 202.4291077 47.1932411    6.84    4.06 
3769 5339.00  7126.00 202.4460907 47.2281418    6.52    4.60 
3770 5312.74  7067.23 202.4466248 47.2273254    6.58    4.12 
3771 5051.85  6708.10 202.4519653 47.2223396    6.72    4.26 
3772 5446.69  5784.69 202.4438934 47.2095108    6.88    4.33 
3773 5831.20  2701.97 202.4360657 47.1666908    6.76    4.57 
3774 5775.46  2674.31 202.4371948 47.1663094    6.60    4.73 
3775 4377.61  3445.19 202.4657593 47.1770210    6.78    4.10 
3776 4690.21  3543.82 202.4593658 47.1783905    6.72    4.29 
3777 4720.33  4651.26 202.4587555 47.1937714    6.52    4.43 
3778 4636.68  4602.03 202.4604645 47.1930885    6.58    3.91 
3779 4555.81  5100.96 202.4621124 47.2000160    6.70    5.03 
3780 4559.93  5048.44 202.4620209 47.1992874    6.72    4.85 
3781 4317.51  5181.09 202.4669800 47.2011299    6.76    4.46 
3782 4613.38  6010.78 202.4609375 47.2126541    6.86    4.12 
3783 4322.25  6056.48 202.4668884 47.2132874    6.02    4.67 
3784 4618.21  7428.58 202.4608307 47.2323456    8.01    5.44 
3785 4082.52  5900.50 202.4717865 47.2111244    6.58    4.71 
3786 3461.36  5968.47 202.4844818 47.2120667    6.88    4.37 
3787 3914.24  5439.33 202.4752350 47.2047157    6.86    4.43 
3788 4085.28  5350.10 202.4717255 47.2034798    6.56    4.45 
3789 3752.23  5129.19 202.4785461 47.2004089    6.72    5.03 
3790 3821.33  5207.10 202.4771271 47.2014923    6.72    4.26 
3791 3856.73  5242.05 202.4764099 47.2019768    6.58    4.43 
3792 3614.92  4977.44 202.4813538 47.1983032    7.96    5.43 
3793 3501.77  5011.24 202.4836578 47.1987724    6.74    4.84 
3794 2934.57  1789.11 202.4952393 47.1540146    6.78    4.05 
3795 2914.78  3998.59 202.4956512 47.1847038    6.74    4.47 
